"""MTU (CET/CEST)"",""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"10/09/2024 20:00:00 - 10/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""3.00"","""","""""
"10/09/2024 21:00:00 - 10/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""1.43"","""","""""
"10/09/2024 22:00:00 - 10/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""0.01"","""","""""
"10/09/2024 23:00:00 - 11/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""-0.03"","""","""""
"11/09/2024 00:00:00 - 11/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""-0.01"","""","""""
"11/09/2024 01:00:00 - 11/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""-0.01"","""","""""
"11/09/2024 02:00:00 - 11/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"11/09/2024 03:00:00 - 11/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""0.01"","""","""""
"11/09/2024 04:00:00 - 11/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""0.93"","""","""""
"11/09/2024 05:00:00 - 11/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""2.25"","""","""""
"11/09/2024 06:00:00 - 11/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""3.33"","""","""""
"11/09/2024 07:00:00 - 11/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""4.17"","""","""""
"11/09/2024 08:00:00 - 11/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""4.57"","""","""""
"11/09/2024 09:00:00 - 11/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""4.85"","""","""""
"11/09/2024 10:00:00 - 11/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""4.70"","""","""""
"11/09/2024 11:00:00 - 11/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""4.74"","""","""""
"11/09/2024 12:00:00 - 11/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""4.57"","""","""""
"11/09/2024 13:00:00 - 11/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""4.24"","""","""""
"11/09/2024 14:00:00 - 11/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""4.17"","""","""""
"11/09/2024 15:00:00 - 11/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""4.15"","""","""""
"11/09/2024 16:00:00 - 11/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""4.16"","""","""""
"11/09/2024 17:00:00 - 11/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""4.19"","""","""""
"11/09/2024 18:00:00 - 11/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""4.24"","""","""""
"11/09/2024 19:00:00 - 11/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""4.17"","""","""""
"11/09/2024 20:00:00 - 11/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""4.13"","""","""""
"11/09/2024 21:00:00 - 11/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""3.27"","""","""""
"11/09/2024 22:00:00 - 11/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""3.00"","""","""""
"11/09/2024 23:00:00 - 12/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""1.98"","""","""""
"12/09/2024 00:00:00 - 12/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"12/09/2024 01:00:00 - 12/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""-0.01"","""","""""
"12/09/2024 02:00:00 - 12/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""-0.01"","""","""""
"12/09/2024 03:00:00 - 12/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"12/09/2024 04:00:00 - 12/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""0.45"","""","""""
"12/09/2024 05:00:00 - 12/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""2.24"","""","""""
"12/09/2024 06:00:00 - 12/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""3.52"","""","""""
"12/09/2024 07:00:00 - 12/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""6.66"","""","""""
"12/09/2024 08:00:00 - 12/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""6.24"","""","""""
"12/09/2024 09:00:00 - 12/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""6.71"","""","""""
"12/09/2024 10:00:00 - 12/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""6.79"","""","""""
"12/09/2024 11:00:00 - 12/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""5.81"","""","""""
"12/09/2024 12:00:00 - 12/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""4.93"","""","""""
"12/09/2024 13:00:00 - 12/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""4.94"","""","""""
"12/09/2024 14:00:00 - 12/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""5.66"","""","""""
"12/09/2024 15:00:00 - 12/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""6.04"","""","""""
"12/09/2024 16:00:00 - 12/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""6.27"","""","""""
"12/09/2024 17:00:00 - 12/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""8.22"","""","""""
"12/09/2024 18:00:00 - 12/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""6.67"","""","""""
"12/09/2024 19:00:00 - 12/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""9.04"","""","""""
"12/09/2024 20:00:00 - 12/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""9.70"","""","""""
"12/09/2024 21:00:00 - 12/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""8.04"","""","""""
"12/09/2024 22:00:00 - 12/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""6.03"","""","""""
"12/09/2024 23:00:00 - 13/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""4.98"","""","""""
"13/09/2024 00:00:00 - 13/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""3.78"","""","""""
"13/09/2024 01:00:00 - 13/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""3.69"","""","""""
"13/09/2024 02:00:00 - 13/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""3.85"","""","""""
"13/09/2024 03:00:00 - 13/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""3.91"","""","""""
"13/09/2024 04:00:00 - 13/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""4.17"","""","""""
"13/09/2024 05:00:00 - 13/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""4.93"","""","""""
"13/09/2024 06:00:00 - 13/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""5.85"","""","""""
"13/09/2024 07:00:00 - 13/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""8.72"","""","""""
"13/09/2024 08:00:00 - 13/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""9.79"","""","""""
"13/09/2024 09:00:00 - 13/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""10.30"","""","""""
"13/09/2024 10:00:00 - 13/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""9.48"","""","""""
"13/09/2024 11:00:00 - 13/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""10.76"","""","""""
"13/09/2024 12:00:00 - 13/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""9.97"","""","""""
"13/09/2024 13:00:00 - 13/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""11.07"","""","""""
"13/09/2024 14:00:00 - 13/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""9.33"","""","""""
"13/09/2024 15:00:00 - 13/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""9.31"","""","""""
"13/09/2024 16:00:00 - 13/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""9.99"","""","""""
"13/09/2024 17:00:00 - 13/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""10.99"","""","""""
"13/09/2024 18:00:00 - 13/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""10.59"","""","""""
"13/09/2024 19:00:00 - 13/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""10.51"","""","""""
"13/09/2024 20:00:00 - 13/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""8.81"","""","""""
"13/09/2024 21:00:00 - 13/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""6.91"","""","""""
"13/09/2024 22:00:00 - 13/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""5.54"","""","""""
"13/09/2024 23:00:00 - 14/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""4.95"","""","""""
"14/09/2024 00:00:00 - 14/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""5.31"","""","""""
"14/09/2024 01:00:00 - 14/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""4.94"","""","""""
"14/09/2024 02:00:00 - 14/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""4.58"","""","""""
"14/09/2024 03:00:00 - 14/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""4.30"","""","""""
"14/09/2024 04:00:00 - 14/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""4.29"","""","""""
"14/09/2024 05:00:00 - 14/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""4.60"","""","""""
"14/09/2024 06:00:00 - 14/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""6.84"","""","""""
"14/09/2024 07:00:00 - 14/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""10.01"","""","""""
"14/09/2024 08:00:00 - 14/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""10.70"","""","""""
"14/09/2024 09:00:00 - 14/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""10.83"","""","""""
"14/09/2024 10:00:00 - 14/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""11.03"","""","""""
"14/09/2024 11:00:00 - 14/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""10.85"","""","""""
"14/09/2024 12:00:00 - 14/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""11.03"","""","""""
"14/09/2024 13:00:00 - 14/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""11.03"","""","""""
"14/09/2024 14:00:00 - 14/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""11.13"","""","""""
"14/09/2024 15:00:00 - 14/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""11.61"","""","""""
"14/09/2024 16:00:00 - 14/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""11.80"","""","""""
"14/09/2024 17:00:00 - 14/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""11.86"","""","""""
"14/09/2024 18:00:00 - 14/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""11.93"","""","""""
"14/09/2024 19:00:00 - 14/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""11.86"","""","""""
"14/09/2024 20:00:00 - 14/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""11.36"","""","""""
"14/09/2024 21:00:00 - 14/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""9.76"","""","""""
"14/09/2024 22:00:00 - 14/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""7.94"","""","""""
"14/09/2024 23:00:00 - 15/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""7.04"","""","""""
"15/09/2024 00:00:00 - 15/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""9.27"","""","""""
"15/09/2024 01:00:00 - 15/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""7.94"","""","""""
"15/09/2024 02:00:00 - 15/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""7.40"","""","""""
"15/09/2024 03:00:00 - 15/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""7.19"","""","""""
"15/09/2024 04:00:00 - 15/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""9.40"","""","""""
"15/09/2024 05:00:00 - 15/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""9.53"","""","""""
"15/09/2024 06:00:00 - 15/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""9.93"","""","""""
"15/09/2024 07:00:00 - 15/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""10.14"","""","""""
"15/09/2024 08:00:00 - 15/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""10.76"","""","""""
"15/09/2024 09:00:00 - 15/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""10.86"","""","""""
"15/09/2024 10:00:00 - 15/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""11.24"","""","""""
"15/09/2024 11:00:00 - 15/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""11.50"","""","""""
"15/09/2024 12:00:00 - 15/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""12.07"","""","""""
"15/09/2024 13:00:00 - 15/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""12.07"","""","""""
"15/09/2024 14:00:00 - 15/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""12.53"","""","""""
"15/09/2024 15:00:00 - 15/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""12.70"","""","""""
"15/09/2024 16:00:00 - 15/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""13.21"","""","""""
"15/09/2024 17:00:00 - 15/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""13.69"","""","""""
"15/09/2024 18:00:00 - 15/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""15.00"","""","""""
"15/09/2024 19:00:00 - 15/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""14.21"","""","""""
"15/09/2024 20:00:00 - 15/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""13.85"","""","""""
"15/09/2024 21:00:00 - 15/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""14.17"","""","""""
"15/09/2024 22:00:00 - 15/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""14.10"","""","""""
"15/09/2024 23:00:00 - 16/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""12.97"","""","""""
"16/09/2024 00:00:00 - 16/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""13.34"","""","""""
"16/09/2024 01:00:00 - 16/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""12.90"","""","""""
"16/09/2024 02:00:00 - 16/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""12.83"","""","""""
"16/09/2024 03:00:00 - 16/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""12.83"","""","""""
"16/09/2024 04:00:00 - 16/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""12.86"","""","""""
"16/09/2024 05:00:00 - 16/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""13.13"","""","""""
"16/09/2024 06:00:00 - 16/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""18.18"","""","""""
"16/09/2024 07:00:00 - 16/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""19.78"","""","""""
"16/09/2024 08:00:00 - 16/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""20.73"","""","""""
"16/09/2024 09:00:00 - 16/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""20.81"","""","""""
"16/09/2024 10:00:00 - 16/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""20.94"","""","""""
"16/09/2024 11:00:00 - 16/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""20.71"","""","""""
"16/09/2024 12:00:00 - 16/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""20.33"","""","""""
"16/09/2024 13:00:00 - 16/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""21.23"","""","""""
"16/09/2024 14:00:00 - 16/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""20.91"","""","""""
"16/09/2024 15:00:00 - 16/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""20.50"","""","""""
"16/09/2024 16:00:00 - 16/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""20.08"","""","""""
"16/09/2024 17:00:00 - 16/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""19.87"","""","""""
"16/09/2024 18:00:00 - 16/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""19.07"","""","""""
"16/09/2024 19:00:00 - 16/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""18.90"","""","""""
"16/09/2024 20:00:00 - 16/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""18.81"","""","""""
"16/09/2024 21:00:00 - 16/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""18.94"","""","""""
"16/09/2024 22:00:00 - 16/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""18.21"","""","""""
"16/09/2024 23:00:00 - 17/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""14.02"","""","""""
"17/09/2024 00:00:00 - 17/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""15.97"","""","""""
"17/09/2024 01:00:00 - 17/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""15.14"","""","""""
"17/09/2024 02:00:00 - 17/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""14.70"","""","""""
"17/09/2024 03:00:00 - 17/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""13.93"","""","""""
"17/09/2024 04:00:00 - 17/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""14.28"","""","""""
"17/09/2024 05:00:00 - 17/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""15.66"","""","""""
"17/09/2024 06:00:00 - 17/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""18.44"","""","""""
"17/09/2024 07:00:00 - 17/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""18.63"","""","""""
"17/09/2024 08:00:00 - 17/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""18.80"","""","""""
"17/09/2024 09:00:00 - 17/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""19.33"","""","""""
"17/09/2024 10:00:00 - 17/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""19.72"","""","""""
"17/09/2024 11:00:00 - 17/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""18.79"","""","""""
"17/09/2024 12:00:00 - 17/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""18.59"","""","""""
"17/09/2024 13:00:00 - 17/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""18.27"","""","""""
"17/09/2024 14:00:00 - 17/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""18.27"","""","""""
"17/09/2024 15:00:00 - 17/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""18.29"","""","""""
"17/09/2024 16:00:00 - 17/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""18.89"","""","""""
"17/09/2024 17:00:00 - 17/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""18.72"","""","""""
"17/09/2024 18:00:00 - 17/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""18.67"","""","""""
"17/09/2024 19:00:00 - 17/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""18.44"","""","""""
"17/09/2024 20:00:00 - 17/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""18.13"","""","""""
"17/09/2024 21:00:00 - 17/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""16.85"","""","""""
"17/09/2024 22:00:00 - 17/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""14.73"","""","""""
"17/09/2024 23:00:00 - 18/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""12.12"","""","""""
"18/09/2024 00:00:00 - 18/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""11.34"","""","""""
"18/09/2024 01:00:00 - 18/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""10.04"","""","""""
"18/09/2024 02:00:00 - 18/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""8.02"","""","""""
"18/09/2024 03:00:00 - 18/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""7.03"","""","""""
"18/09/2024 04:00:00 - 18/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""7.04"","""","""""
"18/09/2024 05:00:00 - 18/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""10.53"","""","""""
"18/09/2024 06:00:00 - 18/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""11.30"","""","""""
"18/09/2024 07:00:00 - 18/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""12.50"","""","""""
"18/09/2024 08:00:00 - 18/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""13.13"","""","""""
"18/09/2024 09:00:00 - 18/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""16.18"","""","""""
"18/09/2024 10:00:00 - 18/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""16.28"","""","""""
"18/09/2024 11:00:00 - 18/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""17.67"","""","""""
"18/09/2024 12:00:00 - 18/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""12.99"","""","""""
"18/09/2024 13:00:00 - 18/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""12.57"","""","""""
"18/09/2024 14:00:00 - 18/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""13.01"","""","""""
"18/09/2024 15:00:00 - 18/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""14.87"","""","""""
"18/09/2024 16:00:00 - 18/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""19.57"","""","""""
"18/09/2024 17:00:00 - 18/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""20.00"","""","""""
"18/09/2024 18:00:00 - 18/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""20.46"","""","""""
"18/09/2024 19:00:00 - 18/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""19.62"","""","""""
"18/09/2024 20:00:00 - 18/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""19.37"","""","""""
"18/09/2024 21:00:00 - 18/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""19.25"","""","""""
"18/09/2024 22:00:00 - 18/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""18.52"","""","""""
"18/09/2024 23:00:00 - 19/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""15.02"","""","""""
"19/09/2024 00:00:00 - 19/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""16.02"","""","""""
"19/09/2024 01:00:00 - 19/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""14.94"","""","""""
"19/09/2024 02:00:00 - 19/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""13.55"","""","""""
"19/09/2024 03:00:00 - 19/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""12.88"","""","""""
"19/09/2024 04:00:00 - 19/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""12.83"","""","""""
"19/09/2024 05:00:00 - 19/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""13.56"","""","""""
"19/09/2024 06:00:00 - 19/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""17.37"","""","""""
"19/09/2024 07:00:00 - 19/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""18.27"","""","""""
"19/09/2024 08:00:00 - 19/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""21.58"","""","""""
"19/09/2024 09:00:00 - 19/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""19.99"","""","""""
"19/09/2024 10:00:00 - 19/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""18.29"","""","""""
"19/09/2024 11:00:00 - 19/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""17.94"","""","""""
"19/09/2024 12:00:00 - 19/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""13.80"","""","""""
"19/09/2024 13:00:00 - 19/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""12.30"","""","""""
"19/09/2024 14:00:00 - 19/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""12.53"","""","""""
"19/09/2024 15:00:00 - 19/09/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""14.14"","""","""""
"19/09/2024 16:00:00 - 19/09/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""18.00"","""","""""
"19/09/2024 17:00:00 - 19/09/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""18.31"","""","""""
"19/09/2024 18:00:00 - 19/09/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""18.03"","""","""""
"19/09/2024 19:00:00 - 19/09/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""17.80"","""","""""
"19/09/2024 20:00:00 - 19/09/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""17.49"","""","""""
"19/09/2024 21:00:00 - 19/09/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""17.24"","""","""""
"19/09/2024 22:00:00 - 19/09/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""17.32"","""","""""
"19/09/2024 23:00:00 - 20/09/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""16.96"","""","""""
"20/09/2024 00:00:00 - 20/09/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""12.47"","""","""""
"20/09/2024 01:00:00 - 20/09/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""12.13"","""","""""
"20/09/2024 02:00:00 - 20/09/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""12.00"","""","""""
"20/09/2024 03:00:00 - 20/09/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""12.13"","""","""""
"20/09/2024 04:00:00 - 20/09/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""13.00"","""","""""
"20/09/2024 05:00:00 - 20/09/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""15.80"","""","""""
"20/09/2024 06:00:00 - 20/09/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""17.27"","""","""""
"20/09/2024 07:00:00 - 20/09/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""19.73"","""","""""
"20/09/2024 08:00:00 - 20/09/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""25.26"","""","""""
"20/09/2024 09:00:00 - 20/09/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""23.86"","""","""""
"20/09/2024 10:00:00 - 20/09/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""19.16"","""","""""
"20/09/2024 11:00:00 - 20/09/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""17.70"","""","""""
"20/09/2024 12:00:00 - 20/09/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""17.04"","""","""""
"20/09/2024 13:00:00 - 20/09/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""17.02"","""","""""
"20/09/2024 14:00:00 - 20/09/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""16.84"","""","""""
